participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.trader_uuid,player.current_cash,player.num_shares,player.dividend_per_share,player.dividend_cash,player.cash_after_dividend,player.daybreak_snapshot_error,player.assigned_initial_cash,player.assigned_initial_shares,player.forecast_price_next_day,player.forecast_confidence_next_day,player.forecast_survey_json,player.realized_next_day_closing_price,player.forecast_bonus_earned,player.forecast_bonus_scored,group.id_in_subsession,group.trading_session_uuid,group.trading_api_base,group.trading_ws_base,group.trading_init_error,group.trading_day_duration_minutes,group.treatment,group.market_design,group.group_composition,group.noise_trader_draw,group.noise_trader_present,group.num_days,group.dividends_csv,group.observed_last_transaction_price,group.closing_price,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
12,1ffeg6fg,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.6478841345404334,0,2,,,,4,sfanhkpk,,,,,1
1,h77hqdb3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
2,jlp5j22k,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
3,2r1p3ift,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
4,zl9t8u2u,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
5,atiyfkf4,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
6,hfyx2wdm,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
7,b2jhbweb,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
8,4o036u46,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,7atfxgih,,,,,1
9,a4jwbsmd,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.47777767682692585,0,2,,,,1,7atfxgih,,,,,1
10,iz5kqhkp,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.47777767682692585,0,2,,,,1,7atfxgih,,,,,1
11,zjt8huca,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.4172445035471454,0,2,,,,1,7atfxgih,,,,,1
12,pgjs26dy,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.4172445035471454,0,2,,,,1,7atfxgih,,,,,1
1,h77hqdb3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
2,jlp5j22k,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
3,2r1p3ift,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
4,zl9t8u2u,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
5,atiyfkf4,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
6,hfyx2wdm,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
7,b2jhbweb,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
8,4o036u46,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,7atfxgih,,,,,1
9,a4jwbsmd,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.47777767682692585,0,2,,,,2,7atfxgih,,,,,1
10,iz5kqhkp,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.47777767682692585,0,2,,,,2,7atfxgih,,,,,1
11,zjt8huca,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.4172445035471454,0,2,,,,2,7atfxgih,,,,,1
12,pgjs26dy,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.4172445035471454,0,2,,,,2,7atfxgih,,,,,1
1,h77hqdb3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
2,jlp5j22k,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
3,2r1p3ift,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
4,zl9t8u2u,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
5,atiyfkf4,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
6,hfyx2wdm,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
7,b2jhbweb,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
8,4o036u46,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,7atfxgih,,,,,1
9,a4jwbsmd,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.37330152382986725,0,2,,,,3,7atfxgih,,,,,1
10,iz5kqhkp,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.37330152382986725,0,2,,,,3,7atfxgih,,,,,1
11,zjt8huca,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.7012434949361341,0,2,,,,3,7atfxgih,,,,,1
12,pgjs26dy,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.7012434949361341,0,2,,,,3,7atfxgih,,,,,1
1,h77hqdb3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
2,jlp5j22k,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
3,2r1p3ift,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
4,zl9t8u2u,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
5,atiyfkf4,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
6,hfyx2wdm,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
7,b2jhbweb,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
8,4o036u46,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,7atfxgih,,,,,1
9,a4jwbsmd,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.37330152382986725,0,2,,,,4,7atfxgih,,,,,1
10,iz5kqhkp,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.37330152382986725,0,2,,,,4,7atfxgih,,,,,1
11,zjt8huca,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.7012434949361341,0,2,,,,4,7atfxgih,,,,,1
12,pgjs26dy,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.7012434949361341,0,2,,,,4,7atfxgih,,,,,1
1,ougwj899,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
2,e0ay8xhi,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
3,v793naaj,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
4,rrjhfoju,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
5,pgnclqjm,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
6,3y08t94b,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
7,y4o6xb51,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
8,e3eznoyq,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,vl07ohzl,,,,,1
9,f879le5n,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.886068619985308,0,2,,,,1,vl07ohzl,,,,,1
10,6tz7h9z2,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.886068619985308,0,2,,,,1,vl07ohzl,,,,,1
11,gjljl1o3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.6496959519828539,0,2,,,,1,vl07ohzl,,,,,1
12,uxwc007t,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.6496959519828539,0,2,,,,1,vl07ohzl,,,,,1
1,ougwj899,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
2,e0ay8xhi,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
3,v793naaj,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
4,rrjhfoju,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
5,pgnclqjm,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
6,3y08t94b,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
7,y4o6xb51,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
8,e3eznoyq,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,vl07ohzl,,,,,1
9,f879le5n,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.886068619985308,0,2,,,,2,vl07ohzl,,,,,1
10,6tz7h9z2,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.886068619985308,0,2,,,,2,vl07ohzl,,,,,1
11,gjljl1o3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.6496959519828539,0,2,,,,2,vl07ohzl,,,,,1
12,uxwc007t,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.6496959519828539,0,2,,,,2,vl07ohzl,,,,,1
1,ougwj899,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
2,e0ay8xhi,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
3,v793naaj,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
4,rrjhfoju,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
5,pgnclqjm,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
6,3y08t94b,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
7,y4o6xb51,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
8,e3eznoyq,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,vl07ohzl,,,,,1
9,f879le5n,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.7215305865814329,0,2,,,,3,vl07ohzl,,,,,1
10,6tz7h9z2,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.7215305865814329,0,2,,,,3,vl07ohzl,,,,,1
11,gjljl1o3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.44543671689610453,0,2,,,,3,vl07ohzl,,,,,1
12,uxwc007t,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.44543671689610453,0,2,,,,3,vl07ohzl,,,,,1
1,ougwj899,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
2,e0ay8xhi,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
3,v793naaj,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
4,rrjhfoju,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
5,pgnclqjm,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
6,3y08t94b,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
7,y4o6xb51,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
8,e3eznoyq,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4,vl07ohzl,,,,,1
9,f879le5n,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.7215305865814329,0,2,,,,4,vl07ohzl,,,,,1
10,6tz7h9z2,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.7215305865814329,0,2,,,,4,vl07ohzl,,,,,1
11,gjljl1o3,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.44543671689610453,0,2,,,,4,vl07ohzl,,,,,1
12,uxwc007t,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.44543671689610453,0,2,,,,4,vl07ohzl,,,,,1
1,xgl3jt54,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
2,y9uuhurh,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,1,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
3,071axja8,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
4,rvx0jf01,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
5,kib69t92,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
6,58qypii8,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
7,mxzi4ttp,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
8,i6er0xkt,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,4,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,5mv8xxqe,,,,,1
9,z045qhts,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.015705453829351734,1,2,,,,1,5mv8xxqe,,,,,1
10,zewalkew,,0,0,28,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,5,,,,,1,gm,gamified,hybrid,0.015705453829351734,1,2,,,,1,5mv8xxqe,,,,,1
11,jbz1yppl,,0,0,28,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,6,,,,,1,nm,non_gamified,hybrid,0.17449887350536497,1,2,,,,1,5mv8xxqe,,,,,1
